Found 4 device(s):
  0:  Realtek, RTL2838UHIDIR, SN: 00000001
  1:  Realtek, RTL2838UHIDIR, SN: 00000001
  2:  Realtek, RTL2838UHIDIR, SN: 00000001
  3:  Realtek, RTL2838UHIDIR, SN: 00000001

Using device 3: Generic RTL2832U OEM
Found Rafael Micro R820T tuner
Exact sample rate is: 250000.000414 Hz
[R82XX] PLL not locked!
Sampling at 250000 S/s.
Tuned to 150050000 Hz.
Tuner gain set to 49.60 dB.
Reading samples in async mode...
Ignoring signals shorter than 0.010000 and longer than 0.030000
Will print timestamp every 1500000 transforms
2020-07-22 19:36:49.034725507
timestamp;samples;duration;signal_freq;signal_bw;max_signal;noise
2020-07-22 19:36:53.053925355;20176;0.016000  ;-48962.261719;20000.000000;93.755386;-28.650063
2020-07-22 19:36:53.085925419;20320;0.012800  ;-11888.882812;7000.000000;102.264099;-34.920551
2020-07-22 19:36:53.095525583;20384;0.016000  ;-47781.246094;14000.000000;90.700745;-28.650063
2020-07-22 19:36:53.121125539;20496;0.012800  ;-50211.535156;19000.000000;92.225174;-28.650063
2020-07-22 19:36:53.149925547;20640;0.012800  ;-49166.664062;20000.000000;92.961708;-28.650063
2020-07-22 19:36:53.149925547;20640;0.012800  ;-31818.177734;4000.000244;78.030441;-38.034466
2020-07-22 19:36:53.165925347;20720;0.012800  ;-49299.992188;4000.000244;88.629608;-28.650063
2020-07-22 19:36:53.181925619;20848;0.019200  ;-50396.226562;19000.000000;91.568687;-28.650063
2020-07-22 19:36:53.210725619;20960;0.016000  ;-49473.683594;20000.000000;92.272766;-28.650063
2020-07-22 19:36:53.236325587;21072;0.012800  ;-48354.160156;20000.000000;90.839447;-28.650063
2020-07-22 19:36:53.239525635;21088;0.012800  ;-32461.531250;4000.000244;80.098488;-37.002754
2020-07-22 19:36:53.271525219;21248;0.012800  ;-32454.539062;4000.000244;80.804153;-37.002754
2020-07-22 19:36:53.271525219;21296;0.022400  ;-48980.390625;21000.000000;93.057915;-28.650063
2020-07-22 19:36:53.300325235;21392;0.012800  ;-32199.998047;5000.000000;79.581635;-37.002754
2020-07-22 19:36:53.300325235;21408;0.016000  ;-50619.996094;22000.000000;93.561241;-28.650063
2020-07-22 19:36:53.348325571;21664;0.019200  ;-48965.507812;20000.000000;94.556000;-28.650063
2020-07-22 19:36:53.373925539;21760;0.012800  ;-49399.996094;4000.000244;88.183647;-28.650063
2020-07-22 19:36:53.389925315;21872;0.019200  ;-49015.613281;20000.000000;94.514793;-28.650063
2020-07-22 19:36:53.441125219;22128;0.019200  ;-50020.824219;19000.000000;95.817642;-28.650063
2020-07-22 19:36:53.463525603;22208;0.012800  ;-49384.613281;4000.000244;88.608231;-28.650063
2020-07-22 19:36:53.479525411;22320;0.019200  ;-49280.699219;20000.000000;96.058334;-28.650063
2020-07-22 19:36:53.508325411;22432;0.012800  ;-48979.167969;20000.000000;95.978104;-28.650063
2020-07-22 19:36:53.533925379;22560;0.012800  ;-48818.175781;18000.000000;95.892670;-28.650063
2020-07-22 19:36:53.565925443;22784;0.025600  ;-48918.023438;20000.000000;95.795021;-28.650063
2020-07-22 19:36:53.597925507;22896;0.012800  ;-48814.808594;20000.000000;94.417931;-28.650063
2020-07-22 19:36:53.594725443;22896;0.019200  ;-31799.994141;3000.000000;78.216583;-37.002754
2020-07-22 19:36:53.655525507;23216;0.022400  ;-49249.992188;19000.000000;94.755096;-28.650063
2020-07-22 19:36:53.684325507;23344;0.019200  ;-49568.621094;20000.000000;92.751404;-28.650063
2020-07-22 19:36:53.713125571;23456;0.012800  ;-31923.074219;5000.000000;80.350502;-37.002754
2020-07-22 19:36:53.732325379;23584;0.019200  ;-49442.304688;20000.000000;92.123566;-28.650063
2020-07-22 19:36:53.741925571;23616;0.016000  ;-31882.349609;5000.000000;80.016678;-37.002754
2020-07-22 19:36:53.770725571;23776;0.019200  ;-48392.152344;20000.000000;94.071136;-28.650063
2020-07-22 19:36:53.821925507;24016;0.012800  ;-49268.289062;20000.000000;93.359886;-28.650063
2020-07-22 19:36:53.841125315;24096;0.012800  ;-49363.636719;4000.000244;88.233505;-28.650063
2020-07-22 19:36:53.857125571;24192;0.016000  ;-49125.003906;25000.000000;94.566589;-28.650063
2020-07-22 19:36:53.869925315;24240;0.012800  ;-12249.994141;8000.000488;102.335854;-34.920551
2020-07-22 19:36:53.885925635;24320;0.012800  ;-49999.996094;20000.000000;94.676643;-28.650063
2020-07-22 19:36:53.911525571;24448;0.012800  ;-48981.128906;21000.000000;96.240143;-28.650063
2020-07-22 19:36:53.930725443;24576;0.019200  ;-48962.957031;20000.000000;95.370140;-28.650063
2020-07-22 19:36:53.940325571;24592;0.012800  ;-31714.283203;4000.000244;78.750671;-37.002754
2020-07-22 19:36:53.953125315;24656;0.012800  ;-49285.710938;4000.000244;89.834290;-28.650063
2020-07-22 19:36:53.972325187;24784;0.016000  ;-48592.589844;22000.000000;96.574562;-28.650063
2020-07-22 19:36:54.055525143;25168;0.012800  ;-31714.283203;4000.000244;78.647232;-37.002754
